year,Base case cost,Modeled non-residential energy efficiency
2017,398107.067141,425840.37436
2018,426519.021013,451228.353727
2019,467558.509939,488526.087747
2020,486499.81252,505067.279308
2021,500179.642162,516689.058645
2022,510702.58804,525370.455635
2023,518068.650155,531110.785578
2024,523330.123094,534899.245324
2025,530696.185209,540694.643933
2026,539114.541912,547506.478205
2027,546480.604027,553354.394389
2028,551742.076966,557247.918826
2029,560160.433669,564135.785178
2030,565421.906608,568078.220416
2031,573840.263311,575013.851222
