year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,81218.0,60053.7107742
2018,81218.0,60053.7107742
2019,81218.0,60053.7107742
2020,81218.0,60053.7107742
2021,81218.0,60053.7107742
2022,81218.0,60053.7107742
2023,81218.0,60053.7107742
2024,81218.0,60053.7107742
2025,81218.0,60053.7107742
2026,81218.0,60053.7107742
2027,81218.0,60053.7107742
2028,81218.0,60053.7107742
2029,81218.0,60053.7107742
2030,81218.0,60053.7107742
2031,81218.0,60053.7107742
2032,,
2033,,
2034,,
2035,,
2036,,
