year,Base case cost,Modeled residential energy efficiency
2017,122748.396524,118016.650388
2018,129541.242066,123304.17321
2019,147909.064348,139673.804209
2020,152714.999067,143368.128261
2021,156185.951919,145944.924962
2022,158855.915652,147854.374299
2023,160724.890265,149096.283652
2024,162059.872131,149895.653532
2025,163928.846744,151153.054701
2026,166064.81773,152643.119152
2027,167933.792343,153915.294469
2028,169268.77421,154744.220953
2029,171404.745196,156255.674609
2030,172739.727062,157098.360591
2031,174875.698049,158623.251255
2032,177278.665408,160379.813778
2033,179414.636394,161917.518973
2034,181817.603754,163686.595683
2035,183419.581993,164786.144536
2036,185822.549353,166567.155709
