year,Base case cost,Modeled water and wastewater efficiency
2017,73990.3127461,56175.1528669
2018,78880.5426944,59496.5009262
2019,85944.8478504,64338.0395158
2020,89206.7702593,66526.8094493
2021,91562.904636,68085.2121517
2022,93376.8155836,69267.0759657
2023,94646.936215,70071.2278996
2024,95555.1475256,70624.6307971
2025,96825.2702759,71432.6158702
2026,98276.8490701,72369.1534082
2027,99546.6596055,73180.5683843
2028,100453.893728,73740.5801146
2029,101910.824221,74686.2495523
2030,102822.039599,75252.5222051
2031,104274.625685,76198.3956764
