year,Base case diesel consumed,Modeled non-residential ashp
2017,81218.2759727,56852.7931566
2018,81218.2759727,56852.7931566
2019,81218.2759727,56852.7931566
2020,81218.2759727,56852.7931566
2021,81218.2759727,56852.7931566
2022,81218.2759727,56852.7931566
2023,81218.2759727,56852.7931566
2024,81218.2759727,56852.7931566
2025,81218.2759727,56852.7931566
2026,81218.2759727,56852.7931566
2027,81218.2759727,56852.7931566
2028,81218.2759727,56852.7931566
2029,81218.2759727,56852.7931566
2030,81218.2759727,56852.7931566
2031,81218.2759727,56852.7931566
