year,Base case cost,Modeled non-residential energy efficiency
2017,610153.663009,575760.839694
2018,638663.24229,600836.133535
2019,677354.81417,634866.889463
2020,695682.400851,650986.721218
2021,708918.991231,662628.82193
2022,718082.784571,670688.737807
2023,724191.980131,676062.015059
2024,729282.976431,680539.746102
2025,735392.171991,685913.023354
2026,743537.766071,693077.393023
2027,749646.961632,698450.670274
2028,754737.957932,702928.401317
2029,761865.352752,709197.224778
2030,766956.349052,713674.955821
2031,774083.743872,719943.779281
