year,Base case diesel consumed,Modeled wind power
2019,88083.3754381,64077.1706974
2020,88083.3754381,64077.1706974
2021,88083.3754381,64077.1706974
2022,88083.3754381,64077.1706974
2023,88083.3754381,64077.1706974
2024,88083.3754381,64077.1706974
2025,88083.3754381,64077.1706974
2026,88083.3754381,64077.1706974
2027,88083.3754381,64077.1706974
2028,88083.3754381,64077.1706974
2029,88083.3754381,64077.1706974
2030,88083.3754381,64077.1706974
2031,88083.3754381,64077.1706974
2032,88083.3754381,64077.1706974
2033,88083.3754381,64077.1706974
2034,88083.3754381,64077.1706974
2035,88083.3754381,64077.1706974
2036,88007.4411664,64001.2364257
2037,88007.4411664,64001.2364257
2038,88007.4411664,64001.2364257
