year,Base case diesel consumed,Modeled residential ashp
2017,101059.228939,56682.551528
2018,101059.228939,56682.551528
2019,101059.228939,56682.551528
2020,102615.301979,58238.6245678
2021,102615.301979,58238.6245678
2022,102615.301979,58238.6245678
2023,102615.301979,58238.6245678
2024,101059.228939,56682.551528
2025,101059.228939,56682.551528
2026,101059.228939,56682.551528
2027,102615.301979,58238.6245678
2028,102615.301979,58238.6245678
2029,102615.301979,58238.6245678
2030,102615.301979,58238.6245678
2031,102615.301979,58238.6245678
