year,Base case cost,Modeled non-residential energy efficiency
2017,533061.156392,576355.255683
2018,568392.199025,608793.656099
2019,617855.658711,654207.416681
2020,641409.687133,675833.016958
2021,657897.507028,690970.937152
2022,669674.521239,701783.737291
2023,679096.132608,710433.977402
2024,686162.341134,716921.657485
2025,694406.251082,724490.617582
2026,705005.563872,734222.137707
2027,713249.47382,741791.097804
2028,720315.682346,748278.777887
2029,730914.995136,758010.298012
2030,736803.502241,763416.698081
2031,747402.815031,773148.218206
