year,Base case cost,Modeled solar power (pv)
2016,304879.681631,322606.44774
2017,369809.853335,386066.407953
2018,419253.877813,434363.219384
2019,489569.82074,503237.13305
2020,526124.44741,538933.866684
2021,559551.252595,571664.728285
2022,584425.152875,595929.345362
2023,603867.536826,614847.082871
2024,622249.920946,632740.568804
2025,642571.468614,652561.612337
2026,665464.034078,674942.368629
2027,686745.514162,695746.814417
2028,708948.32923,717506.565832
2029,731498.521182,739601.822372
2030,750815.106097,758518.943948
2031,777649.612942,784875.148849
2032,803092.467952,809872.720961
2033,829848.350399,836171.951235
2034,857989.451775,863866.971146
2035,881546.036014,887073.687922
