year,annotation,Average Load
2003,,114.0
2004,,136.0
2005,,148.0
2006,,193.0
2007,,199.0
2008,,190.0
2009,,191.0
2010,,195.0
2011,,214.0
2012,,204.0
2013,,195.0
2014,start of forecast,208.0
2015,,211.0
2016,,214.0
2017,,218.0
2018,,221.0
2019,,225.0
2020,,229.0
2021,,234.0
2022,,238.0
2023,,241.0
2024,,245.0
2025,,248.0
2026,,252.0
2027,,255.0
2028,,259.0
2029,,263.0
2030,,267.0
2031,,271.0
2032,,274.0
2033,,278.0
2034,,282.0
2035,,286.0
2036,,290.0
2037,,294.0
2038,,298.0
2039,,302.0
2040,,307.0
