year,Base case diesel consumed,Modeled residential ashp
2017,16239.3682398,-85365.6429561
2018,16509.5440419,-85095.467154
2019,16914.8077451,-84690.2034508
2020,17184.9835472,-84420.0276487
2021,17725.3351514,-83879.6760444
2022,18130.5988546,-83474.4123413
2023,18400.7746567,-83204.2365391
2024,18806.0383599,-82798.972836
2025,19076.214162,-82528.7970338
2026,19481.4778652,-82123.5333307
2027,19751.6536673,-81853.3575285
2028,20156.9173705,-81448.0938254
2029,20562.1810737,-81042.8301222
2030,20967.4447768,-80637.566419
2031,21237.620579,-80367.3906169
