year,Base case diesel consumed,Modeled non-residential ashp
2017,20885.7087446,-24518.0058722
2018,20885.7087446,-24518.0058722
2019,20885.7087446,-24518.0058722
2020,20885.7087446,-24518.0058722
2021,20885.7087446,-24518.0058722
2022,20885.7087446,-24518.0058722
2023,20885.7087446,-24518.0058722
2024,20885.7087446,-24518.0058722
2025,20885.7087446,-24518.0058722
2026,20885.7087446,-24518.0058722
2027,20885.7087446,-24518.0058722
2028,20885.7087446,-24518.0058722
2029,20885.7087446,-24518.0058722
2030,20885.7087446,-24518.0058722
2031,20885.7087446,-24518.0058722
