year,Base case cost,Modeled non-residential energy efficiency
2017,1256660.82817,1299533.06434
2018,1326201.74173,1358104.65655
2019,1426916.16825,1444960.91815
2020,1472477.45644,1482051.80629
2021,1503650.96941,1506230.86339
2022,1527630.59478,1523999.81023
2023,1544416.33253,1535356.44708
2024,1558804.10775,1544634.60745
2025,1575589.8455,1556168.17585
2026,1594773.54579,1569955.10356
2027,1611559.28355,1581657.40732
2028,1625947.05877,1591273.13305
2029,1642732.79652,1603136.35535
2030,1654722.6092,1610741.23696
2031,1676304.27203,1627093.90532
