year,Base case cost,Modeled diesel efficiency
2019,489569.82074,711221.70906
2020,526124.44741,738215.104224
2021,559551.252595,762511.230293
2022,584425.152875,779174.766676
2023,603867.536826,791039.993259
2024,622249.920946,802077.74741
2025,642571.468614,815011.350297
2026,665464.034078,830412.098509
2027,686745.514162,844475.036276
2028,708948.32923,859499.391543
2029,731498.521182,874960.48236
2030,750815.106097,887600.033663
2031,777649.612942,907189.39516
2032,803092.467952,925626.250891
2033,829848.350399,945366.760254
2034,857989.451775,966473.974267
2035,881546.036014,983518.342233
2036,913155.188084,1007985.665
2037,935764.705718,1024371.53937
2038,966305.995518,1048065.80879
