year,population
2003,38.0
2004,35.0
2005,35.0
2006,40.0
2007,34.0
2008,33.0
2009,25.0
2010,37.0
2011,34.0
2012,35.0
2013,35.0
2014,36.0
2015,36.0
2016,36.0
2017,37.0
2018,37.0
2019,38.0
2020,38.0
2021,38.0
2022,39.0
2023,39.0
2024,40.0
2025,40.0
2026,40.0
2027,41.0
2028,41.0
2029,42.0
2030,42.0
2031,43.0
2032,43.0
2033,44.0
2034,44.0
2035,44.0
2036,45.0
2037,45.0
2038,46.0
2039,46.0
2040,47.0
