year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,12042.0,8903.94854198
2018,12042.0,8903.94854198
2019,12042.0,8903.94854198
2020,12042.0,8903.94854198
2021,12042.0,8903.94854198
2022,12042.0,8903.94854198
2023,12042.0,8903.94854198
2024,12042.0,8903.94854198
2025,12042.0,8903.94854198
2026,12042.0,8903.94854198
2027,12042.0,8903.94854198
2028,12042.0,8903.94854198
2029,12042.0,8903.94854198
2030,12042.0,8903.94854198
2031,12042.0,8903.94854198
2032,,
2033,,
2034,,
2035,,
2036,,
