year,Base case cost,Modeled residential energy efficiency
2017,124109.589114,111267.43551
2018,129346.416671,115530.730625
2019,136079.480672,121012.110058
2020,139221.577206,123570.087127
2021,141465.931874,125397.213605
2022,157455.356388,141108.485993
2023,158772.992527,142203.600431
2024,159761.219632,143024.93626
2025,160914.151253,143983.161393
2026,162396.491909,145215.165136
2027,163549.423531,146173.390269
2028,164537.650635,146994.726097
2029,181117.599361,163352.153122
2030,182016.526313,164112.004011
2031,183454.809435,165327.765432
2032,185072.877947,166695.49703
2033,186690.946459,168063.228629
2034,188309.014972,169430.960228
2035,189387.727313,170342.781293
2036,207097.556421,187802.273488
