year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,9750.0,5391.56,17974.58,19085.58
2018,9750.0,5392.57,17974.58,19085.58
2019,9750.0,5394.04,17974.58,19085.58
2020,9750.0,5395.63,17974.58,19085.58
2021,9750.0,5396.79,17974.58,19085.58
2022,9833.33,5398.5,17974.58,20209.49
2023,9833.33,5399.79,17974.58,20209.49
2024,9833.33,5401.36,17974.58,20209.49
2025,9833.33,5402.31,17974.58,20209.49
2026,9833.33,5403.32,17974.58,20209.49
2027,9833.33,5404.47,17974.58,20209.49
2028,9833.33,5405.52,17974.58,20209.49
2029,9833.33,5407.8,17974.58,20209.49
2030,9916.67,5409.75,17974.58,21333.41
2031,9916.67,5411.16,17974.58,21333.41
2032,9916.67,5411.13,17974.58,21333.41
2033,9916.67,5411.17,17974.58,21333.41
2034,9916.67,5410.59,17974.58,21333.41
2035,9916.67,5410.51,17974.58,21333.41
2036,9916.67,5410.79,17974.58,21333.41
2037,9916.67,5411.3,17974.58,21333.41
2038,9916.67,5411.37,17974.58,21333.41
2039,9916.67,5411.06,17974.58,21333.41
2040,9916.67,5410.06,17974.58,21333.41
