year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,17785.2,59292.96,63865.71,7939.92,16478.03,15784.89
2018,19406.3,64685.34,69591.39,9375.32,19453.18,18634.89
2019,21677.09,72234.66,77607.33,11385.95,23618.39,22624.89
2020,22762.62,75829.58,81424.45,12345.92,25601.82,24524.89
2021,23523.04,78346.02,84096.43,13018.35,26990.22,25854.89
2022,24070.37,80143.47,91069.66,13501.16,27981.94,28215.68
2023,24508.08,81581.44,92686.42,13887.4,28775.31,29015.68
2024,24839.3,82659.92,93898.99,14178.87,29370.34,29615.68
2025,25221.85,83918.14,95313.65,14516.67,30064.54,30315.68
2026,25712.85,85535.85,97132.5,14950.54,30957.09,31215.68
2027,26096.65,86794.07,98547.17,15289.2,31651.29,31915.68
2028,26426.05,87872.54,99759.74,15579.78,32246.32,32515.68
2029,26923.88,89490.26,101578.59,16018.03,33138.86,33415.68
2030,27204.06,90388.98,108294.37,16263.81,33634.72,35611.46
2031,27698.18,92006.7,110214.38,16699.94,34527.27,36556.46
2032,28185.03,93624.41,112134.38,17131.54,35419.81,37501.46
2033,28672.21,95242.12,114054.39,17563.36,36312.35,38446.46
2034,29210.24,97039.58,116187.73,18041.04,37304.07,39496.46
2035,29588.52,98297.8,117681.07,18376.47,37998.27,40231.46
2036,30131.12,100095.26,119814.41,18857.09,38989.99,41281.46
2037,30458.66,101173.73,121094.41,19146.76,39585.02,41911.46
2038,31000.18,102971.19,123227.76,19626.7,40576.73,42961.46
2039,31431.31,104409.16,124934.43,20009.27,41370.11,43801.46
2040,32020.61,106386.36,127281.1,20532.94,42460.99,44956.46
