year,Base case cost,Modeled non-residential energy efficiency
2017,75770.9968725,93988.5479853
2018,84138.5185776,101055.144268
2019,95853.0489647,111171.69444
2020,101431.396768,115731.394563
2021,105336.24023,118784.086072
2022,108125.414132,120835.758229
2023,110356.753254,122392.406768
2024,112030.257595,123453.768207
2025,113982.679326,124778.983558
2026,116492.935837,126620.934313
2027,118445.357568,127966.843995
2028,120118.861909,129069.605746
2029,122629.118421,130941.516626
2030,124023.705372,131810.418706
2031,126533.961883,133701.150974
