year,Base case cost,Modeled water and wastewater efficiency
2017,25725.1161016,21205.2582849
2018,28781.6193277,23249.0424989
2019,33063.0368629,26148.5705539
2020,35108.5384136,27491.6670543
2021,36541.388075,28409.7186022
2022,37571.5214471,29048.9302616
2023,38395.4707083,29546.3089158
2024,39018.1633848,29905.1942677
2025,39738.5168505,30333.9504808
2026,40663.3838432,30906.9637
2027,41385.8546832,31340.5756242
2028,42005.8285127,31704.3934005
2029,42941.9102917,32290.0478471
2030,43467.8621711,32591.4313562
2031,44398.12009,33176.174722
