year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,17974.5780306,13301.1877426
2018,17974.5780306,13301.1877426
2019,17974.5780306,13301.1877426
2020,17974.5780306,13301.1877426
2021,17974.5780306,13301.1877426
2022,17974.5780306,13301.1877426
2023,17974.5780306,13301.1877426
2024,17974.5780306,13301.1877426
2025,17974.5780306,13301.1877426
2026,17974.5780306,13301.1877426
2027,17974.5780306,13301.1877426
2028,17974.5780306,13301.1877426
2029,17974.5780306,13301.1877426
2030,17974.5780306,13301.1877426
2031,17974.5780306,13301.1877426
