year,annotation,consumption kWh,residential kWh,non-residential kWh
2013,,65939.0,33288.0,32651.0
2014,start of forecast,104887.0,33384.0,71503.0
2015,,104984.0,33481.0,71503.0
2016,,105072.0,33569.0,71503.0
2017,,105146.0,33643.0,71503.0
2018,,105237.0,33734.0,71503.0
2019,,105368.0,33865.0,71503.0
2020,,105511.0,34008.0,71503.0
2021,,105615.0,34112.0,71503.0
2022,,105768.0,34265.0,71503.0
2023,,105883.0,34380.0,71503.0
2024,,106024.0,34521.0,71503.0
2025,,106110.0,34607.0,71503.0
2026,,106200.0,34697.0,71503.0
2027,,106303.0,34800.0,71503.0
2028,,106397.0,34894.0,71503.0
2029,,106601.0,35098.0,71503.0
2030,,106776.0,35273.0,71503.0
2031,,106902.0,35399.0,71503.0
2032,,106900.0,35397.0,71503.0
2033,,106903.0,35400.0,71503.0
2034,,106852.0,35349.0,71503.0
2035,,106844.0,35341.0,71503.0
2036,,106869.0,35366.0,71503.0
2037,,106915.0,35412.0,71503.0
2038,,106921.0,35418.0,71503.0
2039,,106894.0,35391.0,71503.0
2040,,106804.0,35301.0,71503.0
