year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5391.55686548,3504.51196256
2018,5392.5669835,3505.16853927
2019,5394.03820421,3506.12483274
2020,5395.63180622,3507.16067404
2021,5396.78649288,3507.91122037
2022,5398.50153146,3509.02599545
2023,5399.78594121,3509.86086179
2024,5401.35900238,3510.88335155
2025,5402.3130852,3511.50350538
2026,5403.31999119,3512.15799427
2027,5404.47467785,3512.9085406
2028,5405.52342128,3513.59022383
2029,5407.79932463,3515.06956101
2030,5409.74581879,3516.33478222
2031,5411.16159814,3517.25503879
