year,Base case cost,Modeled water and wastewater efficiency
2017,61767.3554949,48929.8223696
2018,65807.6973554,51442.4206981
2019,71309.72234,54933.8049223
2020,73881.1125308,56476.3168875
2021,75664.1879868,57497.4652527
2022,76996.7856171,58222.3329735
2023,77879.636449,58651.2289904
2024,78649.8838764,59008.8592228
2025,79533.2640419,59445.53499
2026,80642.0906817,60036.0647824
2027,81639.9875922,60555.9889878
2028,82414.5097118,60930.2574919
2029,83409.3780658,61455.3271402
2030,83957.2398138,61685.3386018
2031,85182.7456821,62369.999107
