year,Base case cost,Modeled non-residential energy efficiency
2017,378142.21598,390847.724062
2018,402980.265204,412834.630741
2019,436787.609982,443134.087044
2020,452656.363653,456876.081882
2021,463695.496642,466175.994941
2022,471974.846384,472946.355141
2023,477494.412878,477186.666517
2024,482324.03356,480809.481411
2025,487843.600055,485089.684724
2026,494743.058173,490664.493479
2027,500952.570479,495620.419708
2028,505782.191161,499319.3439
2029,511991.703467,504311.551686
2030,515441.432526,506770.549213
2031,523030.836456,513072.715644
