year,Base case cost,Modeled diesel efficiency
2019,122454.834582,273226.867077
2020,129468.828122,275808.593053
2021,134521.270195,276696.027042
2022,138310.60175,276522.030975
2023,140836.822787,275284.56942
2024,142755.927566,273578.012541
2025,145277.003549,272499.589674
2026,148428.348529,272073.130396
2027,151264.55901,271437.325444
2028,153157.295393,270019.148895
2029,155987.717689,269526.981011
2030,157560.174521,267963.050468
2031,161019.57955,268184.686194
2032,164164.493214,268188.934985
2033,167309.406877,268260.092203
2034,170768.811906,268682.49113
2035,172970.25147,268025.093909
2036,176429.6565,268573.615143
2037,178316.604697,267753.483037
2038,181776.009727,268422.283928
