year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,48891.9371786,36180.0335121
2018,48891.9371786,36180.0335121
2019,48891.9371786,36180.0335121
2020,48891.9371786,36180.0335121
2021,48891.9371786,36180.0335121
2022,48891.9371786,36180.0335121
2023,48891.9371786,36180.0335121
2024,48891.9371786,36180.0335121
2025,48891.9371786,36180.0335121
2026,48891.9371786,36180.0335121
2027,48891.9371786,36180.0335121
2028,48891.9371786,36180.0335121
2029,48891.9371786,36180.0335121
2030,48891.9371786,36180.0335121
2031,48891.9371786,36180.0335121
