year,Base case cost,Modeled residential energy efficiency
2017,326108.432929,317618.209396
2018,347068.316033,331846.499885
2019,386107.842444,362363.034792
2020,399873.418873,371304.424429
2021,409449.47204,377079.043899
2022,427972.810289,392400.436835
2023,432891.111656,394715.430635
2024,437194.625352,396591.049975
2025,442112.926719,398974.463246
2026,460139.485281,414217.549865
2027,465819.13345,417286.762067
2028,470236.637581,419406.908444
2029,475916.28575,422538.347882
2030,479071.645844,423738.714748
2031,486013.43805,427910.046965
