year,Base case diesel consumed,Modeled non-residential ashp
2017,6747.08733064,-7920.49380826
2018,6747.08733064,-7920.49380826
2019,6747.08733064,-7920.49380826
2020,6747.08733064,-7920.49380826
2021,6747.08733064,-7920.49380826
2022,6747.08733064,-7920.49380826
2023,6747.08733064,-7920.49380826
2024,6747.08733064,-7920.49380826
2025,6747.08733064,-7920.49380826
2026,6747.08733064,-7920.49380826
2027,6747.08733064,-7920.49380826
2028,6747.08733064,-7920.49380826
2029,6747.08733064,-7920.49380826
2030,6747.08733064,-7920.49380826
2031,6747.08733064,-7920.49380826
