year,Base case diesel consumed,Modeled residential ashp
2017,6428.66622664,-36743.9511349
2018,6428.66622664,-36743.9511349
2019,6613.69037064,-36558.9269909
2020,6613.69037064,-36558.9269909
2021,6613.69037064,-36558.9269909
2022,6798.71451464,-36373.9028469
2023,6798.71451464,-36373.9028469
2024,6798.71451464,-36373.9028469
2025,6798.71451464,-36373.9028469
2026,6983.73865864,-36188.8787029
2027,6983.73865864,-36188.8787029
2028,6983.73865864,-36188.8787029
2029,6983.73865864,-36188.8787029
2030,6983.73865864,-36188.8787029
2031,6983.73865864,-36188.8787029
