year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,263667.23,4026.1,286186.24,202553.41
2018,261415.44,4030.12,286186.24,202553.41
2019,261739.41,4032.89,286186.24,203594.03
2020,262296.83,4034.32,286186.24,203594.03
2021,261817.22,4033.93,286186.24,203594.03
2022,261951.15,4033.17,286186.24,203594.03
2023,262021.74,4031.86,286186.24,203594.03
2024,261930.04,4030.11,286186.24,202553.41
2025,261899.22,4027.42,286186.24,202553.41
2026,261904.72,4023.36,286186.24,202553.41
2027,261820.1,4016.03,286186.24,201512.79
2028,261692.23,4006.87,286186.24,200472.17
2029,261623.23,4001.02,286186.24,200472.17
2030,261552.21,3992.14,286186.24,199431.55
2031,261417.3,3980.38,286186.24,198390.93
2032,261211.63,3963.87,286186.24,196309.69
2033,261074.42,3945.82,286186.24,195269.07
2034,260869.55,3926.48,286186.24,193187.83
2035,260664.16,3907.73,286186.24,191106.59
2036,260458.86,3889.48,286186.24,189025.35
2037,260253.67,3871.72,286186.24,187984.73
2038,260048.38,3853.05,286186.24,185903.49
2039,259843.13,3832.63,286186.24,183822.25
2040,259637.88,3811.22,286186.24,181741.01
