year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,286186.240062,210289.857646
2018,286186.240062,210289.857646
2019,286186.240062,210289.857646
2020,286186.240062,210289.857646
2021,286186.240062,210289.857646
2022,286186.240062,210289.857646
2023,286186.240062,210289.857646
2024,286186.240062,210289.857646
2025,286186.240062,210289.857646
2026,286186.240062,210289.857646
2027,286186.240062,210289.857646
2028,286186.240062,210289.857646
2029,286186.240062,210289.857646
2030,286186.240062,210289.857646
2031,286186.240062,210289.857646
