year,Base case diesel consumed,Modeled non-residential ashp
2017,61464.427362,32138.9292323
2018,62805.1820287,33479.683899
2019,64145.9366953,34820.4385656
2020,65486.691362,36161.1932323
2021,66827.4460287,37501.947899
2022,68168.2006953,38842.7025656
2023,69508.955362,40183.4572323
2024,70849.7100287,41524.2118989
2025,72190.4646953,42864.9665656
2026,73531.219362,44205.7212323
2027,74871.9740286,45546.4758989
2028,74871.9740286,45546.4758989
2029,76212.7286953,46887.2305656
2030,77553.483362,48227.9852323
2031,78894.2380286,49568.7398989
