year,Base case diesel consumed,Modeled diesel efficiency
2019,65005.9429971,59096.3118155
2020,65399.4414414,59454.037674
2021,65792.9398857,59811.7635324
2022,66107.7386411,60097.9442192
2023,66501.2370854,60455.6700776
2024,66816.0358408,60741.8507644
2025,67209.5342851,61099.5766228
2026,67524.3330406,61385.7573096
2027,67917.8314849,61743.483168
2028,68232.6302403,62029.6638548
2029,68626.1286846,62387.3897133
2030,69019.6271289,62745.1155717
2031,69334.4258843,63031.2962585
2032,69649.2246397,63317.4769452
2033,69964.0233952,63603.657632
2034,70278.8221506,63889.8383187
2035,70514.9212172,64104.4738338
2036,70829.7199726,64390.6545206
2037,71144.518728,64676.8352073
2038,71459.3174835,64963.0158941
