year,Base case cost,Modeled water and wastewater efficiency
2017,99137.9556564,80695.3696982
2018,104460.329122,84428.6146908
2019,111969.563005,89695.4601351
2020,115312.25241,92040.7690094
2021,117749.783918,93751.3961626
2022,119644.738707,95081.5862735
2023,120995.542362,96030.2110318
2024,122166.648311,96852.8569868
2025,123338.755633,97676.2180586
2026,124876.470635,98755.9854782
2027,126231.758647,99707.8124814
2028,127404.550852,100531.65091
2029,128770.901904,101491.419854
2030,129770.064651,102193.639179
2031,131314.775302,103278.407174
