year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,152877.234538,113129.153558
2018,152877.234538,113129.153558
2019,152877.234538,113129.153558
2020,152877.234538,113129.153558
2021,152877.234538,113129.153558
2022,152877.234538,113129.153558
2023,152877.234538,113129.153558
2024,152877.234538,113129.153558
2025,152877.234538,113129.153558
2026,152877.234538,113129.153558
2027,152877.234538,113129.153558
2028,152877.234538,113129.153558
2029,152877.234538,113129.153558
2030,152877.234538,113129.153558
2031,152877.234538,113129.153558
