year,Base case diesel consumed,Modeled residential ashp
2017,153523.26266,33186.9268567
2018,159393.344454,39057.00865
2019,165263.426247,44927.0904433
2020,171133.50804,50797.1722365
2021,177003.589833,56667.2540298
2022,182873.671627,62537.3358231
2023,189917.769779,69581.4339751
2024,196961.867931,76625.532127
2025,202831.949724,82495.6139203
2026,209876.047876,89539.7120723
2027,216920.146028,96583.8102242
2028,223964.24418,103627.908376
2029,231008.342332,110672.006528
2030,238052.440484,117716.10468
2031,245096.538636,124760.202832
