year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,118844.85,669625.54,678807.2,54398.33,153086.6,188358.02
2018,128003.37,709373.62,737245.67,61893.15,169572.43,214190.62
2019,139978.8,762880.65,809735.22,71894.23,192398.96,248509.44
2020,147193.58,788869.78,861300.41,77963.36,203178.16,269055.08
2021,153164.14,807215.05,907492.95,83029.01,210152.93,285970.8
2022,158123.28,819445.23,949056.08,87262.49,215859.56,299834.92
2023,162623.65,828617.86,994544.51,91125.11,219663.99,313627.01
2024,166929.3,836261.72,1039151.67,94839.65,222834.34,326779.24
2025,171638.88,845434.36,1079660.81,98937.22,226638.76,339679.49
2026,176747.54,856135.76,1128671.59,103421.62,231077.25,355288.58
2027,181638.87,865308.4,1176755.07,107737.81,234881.67,370237.31
2028,186306.03,872952.26,1223745.62,111872.9,238052.03,384451.86
2029,191769.46,883653.67,1274909.74,116762.76,242490.52,401020.73
2030,196351.17,889768.76,1321249.06,120859.41,245026.8,414697.96
2031,202049.48,900470.16,1373793.53,126019.43,249465.29,431882.07
2032,,,1429087.34,,,450538.65
2033,,,1483233.01,,,468436.44
2034,,,1547030.6,,,489555.76
2035,,,1605377.64,,,507504.55
2036,,,1664131.53,,,527703.34
