year,Base case cost,Modeled water and wastewater efficiency
2017,173243.178569,136001.14996
2018,189896.515094,148215.596105
2019,211873.029467,164335.46331
2020,225156.935822,174079.506938
2021,236193.157084,182175.060147
2022,245385.776162,188918.392177
2023,253748.755656,195053.247622
2024,261768.956475,200936.753611
2025,270576.105487,207397.741247
2026,280169.158673,214435.488067
2027,289376.681234,221190.519692
2028,298178.921999,227648.309135
2029,308532.22674,235244.305345
2030,317210.583198,241611.40652
2031,328068.914866,249578.249968
