year,Base case cost,Modeled non-residential energy efficiency
2017,822712.142035,938642.223552
2018,878946.051142,990589.817346
2019,955279.614484,1060988.48256
2020,992047.939669,1094954.21697
2021,1017367.98125,1118460.81745
2022,1035304.79283,1134913.9045
2023,1048281.84878,1146901.81076
2024,1059096.06207,1156891.73264
2025,1072073.11801,1168879.6389
2026,1087213.01662,1182865.52954
2027,1100190.07257,1194853.4358
2028,1111004.28586,1204843.35768
2029,1126144.18446,1218829.24832
2030,1134795.5551,1226821.18583
2031,1149935.4537,1240807.07646
