year,Base case cost,Modeled residential energy efficiency
2017,867165.220991,784233.358012
2018,951436.293847,857000.85414
2019,1058244.65922,948323.635452
2020,1130355.489,1012912.89584
2021,1193463.7457,1070711.80943
2022,1248891.00317,1122599.50483
2023,1308171.51902,1179225.34912
2024,1365930.90234,1234772.50616
2025,1419340.29581,1285527.22808
2026,1483960.16621,1347049.98167
2027,1546992.38455,1407427.52845
2028,1608197.48045,1466420.39805
2029,1675930.46568,1531056.26647
2030,1735947.0268,1589303.04656
2031,1805675.59846,1655934.50141
2032,1879625.99629,1726345.33716
2033,1951669.44821,1795291.67228
2034,2036586.36576,1876669.02776
2035,2112882.19334,1950752.62904
2036,2191834.86115,2026165.73478
