year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,148138.55,254525.93,0.0,214163.16,150298.25
2018,0.0,157838.1,269445.97,0.0,225357.25,158154.18
2019,0.0,171140.34,297212.41,0.0,240709.14,172682.0
2020,0.0,177237.2,306827.02,0.0,247745.43,177729.75
2021,0.0,181394.15,313382.44,0.0,252542.9,181171.4
2022,0.0,184442.58,318189.75,0.0,256061.04,183695.27
2023,0.0,186659.62,321685.97,0.0,258619.69,185530.82
2024,0.0,188322.4,324308.14,0.0,260538.68,186907.48
2025,0.0,190262.31,327367.33,0.0,262777.5,188513.58
2026,0.0,192756.48,331300.58,0.0,265655.98,190578.57
2027,0.0,194973.52,334796.81,0.0,268214.63,192414.12
2028,0.0,196636.3,337418.97,0.0,270133.61,193790.78
2029,0.0,199130.47,349741.72,0.0,273012.09,200113.5
2030,0.0,200516.12,351980.57,0.0,274611.25,201285.65
2031,0.0,203010.29,356010.49,0.0,277489.73,203395.53
2032,0.0,205504.46,360040.41,0.0,280368.21,205505.42
2033,0.0,207998.63,364070.33,0.0,283246.69,207615.3
2034,0.0,210492.8,368100.24,0.0,286125.17,209725.18
2035,0.0,212155.58,370786.86,0.0,288044.16,211131.76
2036,0.0,214926.88,375264.55,0.0,291242.47,213476.07
2037,0.0,216589.66,387017.34,0.0,293161.46,219454.63
2038,0.0,219083.83,391143.93,0.0,296039.94,221609.4
2039,0.0,221023.74,394353.49,0.0,298278.76,223285.34
2040,0.0,224072.17,399397.1,0.0,301796.9,225918.95
