year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,27713.0007721,20507.6205714
2018,27713.0007721,20507.6205714
2019,27713.0007721,20507.6205714
2020,27713.0007721,20507.6205714
2021,27713.0007721,20507.6205714
2022,27713.0007721,20507.6205714
2023,27713.0007721,20507.6205714
2024,27713.0007721,20507.6205714
2025,27713.0007721,20507.6205714
2026,27713.0007721,20507.6205714
2027,27713.0007721,20507.6205714
2028,27713.0007721,20507.6205714
2029,27713.0007721,20507.6205714
2030,27713.0007721,20507.6205714
2031,27713.0007721,20507.6205714
