year,Base case diesel consumed,Modeled diesel efficiency
2019,60935.4701116,55395.8819196
2020,60935.4701116,55395.8819196
2021,60935.4701116,55395.8819196
2022,60935.4701116,55395.8819196
2023,60935.4701116,55395.8819196
2024,60935.4701116,55395.8819196
2025,60935.4701116,55395.8819196
2026,60935.4701116,55395.8819196
2027,61018.6017215,55471.4561105
2028,61018.6017215,55471.4561105
2029,61101.7333315,55547.0303014
2030,61184.8649415,55622.6044923
2031,61267.9965515,55698.1786831
2032,61267.9965515,55698.1786831
2033,61267.9965515,55698.1786831
2034,61184.8649415,55622.6044923
2035,61184.8649415,55622.6044923
2036,61267.9965515,55698.1786831
2037,61267.9965515,55698.1786831
2038,61351.1281614,55773.752874
