year,Base case cost,Modeled non-residential energy efficiency
2017,362301.703204,343476.424688
2018,383195.344758,360595.763236
2019,411849.481746,384414.814066
2020,424982.627866,394894.704511
2021,433937.045674,401797.267706
2022,440503.618734,406663.466353
2023,445279.308232,410006.663599
2024,448861.075355,412340.232947
2025,453039.803666,415205.168188
2026,458412.454351,419114.862818
2027,463188.143849,422527.499653
2028,466769.910973,424928.88111
2029,472142.561658,428887.649264
2030,475127.367594,430806.794232
2031,480500.01828,434796.391092
