year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,60935.47,0.0,27713.0,42628.69
2018,60935.47,0.0,27713.0,42628.69
2019,60935.47,0.0,27713.0,43702.79
2020,60935.47,0.0,27713.0,43702.79
2021,60935.47,0.0,27713.0,43702.79
2022,60935.47,0.0,27713.0,43702.79
2023,60935.47,0.0,27713.0,43702.79
2024,60935.47,0.0,27713.0,43702.79
2025,60935.47,0.0,27713.0,43702.79
2026,60935.47,0.0,27713.0,43702.79
2027,61018.6,0.0,27713.0,43702.79
2028,61018.6,0.0,27713.0,43702.79
2029,61101.73,0.0,27713.0,44776.88
2030,61184.86,0.0,27713.0,44776.88
2031,61268.0,0.0,27713.0,44776.88
2032,61268.0,0.0,27713.0,44776.88
2033,61268.0,0.0,27713.0,44776.88
2034,61184.86,0.0,27713.0,44776.88
2035,61184.86,0.0,27713.0,44776.88
2036,61268.0,0.0,27713.0,44776.88
2037,61268.0,0.0,27713.0,45850.98
2038,61351.13,0.0,27713.0,45850.98
2039,61434.26,0.0,27713.0,45850.98
2040,61434.26,0.0,27713.0,45850.98
