year,annotation,diesel generation efficiency
2002,,11.93
2003,,12.15
2004,,12.34
2005,,12.38
2006,,11.5
2007,,11.3
2008,,12.02
2009,,11.8
2010,,11.71
2011,,12.15
2012,,11.99
2013,,11.95
2014,start of forecast,12.03
2015,,12.03
2016,,12.03
2017,,12.03
2018,,12.03
2019,,12.03
2020,,12.03
2021,,12.03
2022,,12.03
2023,,12.03
2024,,12.03
2025,,12.03
2026,,12.03
2027,,12.03
2028,,12.03
2029,,12.03
2030,,12.03
2031,,12.03
2032,,12.03
2033,,12.03
2034,,12.03
2035,,12.03
2036,,12.03
2037,,12.03
2038,,12.03
2039,,12.03
2040,,12.03
