year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,70342.0,63120.3992565
2018,70342.0,63120.3992565
2019,71416.0,64194.3992565
2020,71416.0,64194.3992565
2021,71416.0,64194.3992565
2022,71416.0,64194.3992565
2023,71416.0,64194.3992565
2024,71416.0,64194.3992565
2025,71416.0,64194.3992565
2026,71416.0,64194.3992565
2027,71416.0,64194.3992565
2028,71416.0,64194.3992565
2029,72490.0,65268.3992565
2030,72490.0,65268.3992565
2031,72490.0,65268.3992565
2032,72490.0,65268.3992565
2033,72490.0,65268.3992565
2034,72490.0,65268.3992565
2035,72490.0,65268.3992565
2036,72490.0,65268.3992565
