year,Base case cost,Modeled diesel efficiency
2019,298583.803547,445980.928062
2020,311989.606971,454077.214892
2021,321129.927488,458391.668288
2022,327832.8292,460583.917558
2023,332707.666809,461205.72703
2024,336363.795016,460808.912465
2025,340629.277924,461053.257541
2026,346113.470234,462490.677295
2027,351467.145916,463892.606706
2028,355128.262019,463837.05769
2029,361111.243989,465971.604465
2030,364661.795051,465972.300311
2031,370671.379136,468284.115343
2032,376185.498826,470219.370144
2033,381699.618516,472226.755768
2034,386688.34643,473826.952756
2035,390359.438327,474298.088104
2036,397016.617653,477551.02544
2037,400692.697447,478159.474894
2038,406757.97971,481003.991612
