year,Base case cost,Modeled wind power
2019,299102.991576,489042.445861
2020,320346.042867,502703.086712
2021,335855.854839,511678.536799
2022,348970.769374,518769.567305
2023,358720.682687,523137.25057
2024,368595.006257,527733.548849
2025,378593.740082,532556.019889
2026,390550.454373,539168.374675
2027,401420.059994,544924.406098
2028,410553.846323,549306.866099
2029,421999.589917,555826.361623
2030,430399.50384,559791.621967
2031,442713.897618,567224.67873
2032,456141.318869,575723.22206
2033,468400.912891,583271.851199
2034,481775.015461,591883.454891
2035,491710.803621,597671.968894
2036,505358.90497,606716.242749
2037,515138.439772,612503.455947
2038,529053.134528,621965.644051
