year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,792889
2004,,0,0,0,0,0,799971
2005,,0,0,0,0,0,784854
2006,,0,0,0,0,0,795960
2007,,0,0,0,0,0,827645
2008,,0,0,0,0,0,867359
2009,,0,0,0,0,0,945466
2010,,0,0,0,0,0,1155510
2011,,0,0,0,0,0,1115470
2012,,0,0,0,0,0,1055748
2013,,0,0,0,0,0,1037258
2014,start of forecast,0,0,0,0,0,1092000
2015,,0,0,0,0,0,1104000
2016,,0,0,0,0,0,1117000
2017,,0,0,0,0,0,1129000
2018,,0,0,0,0,0,1142000
2019,,0,0,0,0,0,1154000
2020,,0,0,0,0,0,1166000
2021,,0,0,0,0,0,1178000
2022,,0,0,0,0,0,1190000
2023,,0,0,0,0,0,1202000
2024,,0,0,0,0,0,1214000
2025,,0,0,0,0,0,1226000
2026,,0,0,0,0,0,1238000
2027,,0,0,0,0,0,1249000
2028,,0,0,0,0,0,1260000
2029,,0,0,0,0,0,1272000
2030,,0,0,0,0,0,1283000
2031,,0,0,0,0,0,1294000
2032,,0,0,0,0,0,1305000
2033,,0,0,0,0,0,1315000
2034,,0,0,0,0,0,1325000
2035,,0,0,0,0,0,1336000
2036,,0,0,0,0,0,1346000
2037,,0,0,0,0,0,1356000
2038,,0,0,0,0,0,1366000
2039,,0,0,0,0,0,1375000
2040,,0,0,0,0,0,1385000
