year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,160477.0,133467.915409
2018,161510.0,134500.915409
2019,162543.0,135533.915409
2020,164602.0,137592.915409
2021,165634.0,138624.915409
2022,166667.0,139657.915409
2023,168726.0,141716.915409
2024,169758.0,142748.915409
2025,170791.0,143781.915409
2026,171824.0,144814.915409
2027,173882.0,146872.915409
2028,174913.0,147903.915409
2029,175946.0,148936.915409
2030,176978.0,149968.915409
2031,178011.0,151001.915409
2032,180068.0,153058.915409
2033,181100.0,154090.915409
2034,182132.0,155122.915409
2035,183163.0,156153.915409
2036,184195.0,157185.915409
