year,Base case cost,Modeled biomass for heat (cordwood)
2017,791176.016626,869926.532022
2018,849567.163733,918005.703173
2019,926519.82084,981708.17357
2020,972822.853989,1021005.12953
2021,1002110.89094,1045208.99481
2022,1026694.06805,1065548.8095
2023,1051188.6412,1086910.20462
2024,1069501.21815,1102118.72563
2025,1087964.64526,1117506.53632
2026,1110009.17237,1135963.03831
2027,1137214.72537,1159877.77907
2028,1154452.40217,1174391.31172
2029,1175346.03928,1192046.48858
2030,1191088.85623,1205386.3772
2031,1214062.09334,1224900.98996
2032,1246097.94618,1253232.21682
2033,1269538.54314,1273261.80328
2034,1294986.22009,1295051.35216
2035,1313306.56689,1310816.3691
2036,1339125.66385,1333021.68183
