year,Base case diesel consumed,Modeled wind power
2019,85457.9975931,69743.6929684
2020,86346.6422822,70632.3376574
2021,87235.2869712,71520.9823464
2022,88123.9316602,72409.6270354
2023,89012.5763492,73298.2717244
2024,89901.2210382,74186.9164134
2025,90789.8657272,75075.5611024
2026,91678.5104162,75964.2057914
2027,92493.1013811,76778.7967564
2028,93307.6923461,77593.3877213
2029,94196.3370351,78482.0324103
2030,95010.928,79296.6233752
2031,95825.5189649,80111.2143402
2032,96640.1099299,80925.8053051
2033,97380.6471707,81666.3425459
2034,98121.1844115,82406.8797868
2035,98935.7753765,83221.4707517
2036,99676.3126173,83962.0079925
2037,100416.849858,84702.5452334
2038,101157.387099,85443.0824742
