year,Base case diesel consumed,Modeled residential energy efficiency
2017,54438.9646936,44326.1260678
2018,55464.419052,45351.5804262
2019,56489.8734104,46377.0347845
2020,58540.7821271,48427.9435013
2021,59566.2364855,49453.3978597
2022,60591.6908439,50478.8522181
2023,62642.5995607,52529.7609348
2024,63668.0539191,53555.2152932
2025,64693.5082774,54580.6696516
2026,65718.9626358,55606.12401
2027,67769.8713526,57657.0327268
2028,68795.325711,58682.4870851
2029,69820.7800694,59707.9414435
2030,70846.2344277,60733.3958019
2031,71871.6887861,61758.8501603
2032,73922.5975029,63809.7588771
2033,74948.0518613,64835.2132354
2034,75973.5062197,65860.6675938
2035,76998.960578,66886.1219522
2036,78024.4149364,67911.5763106
