year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,11784.76,510999.25,336346.64,18947.28,411018.01,266909.38
2018,12613.09,545203.01,360985.58,19903.39,429532.98,282334.36
2019,13710.73,590808.03,392515.21,21155.21,454219.6,302158.13
2020,14259.55,612574.06,419059.34,21813.54,466001.85,317376.84
2021,14641.71,627084.75,434739.25,22291.75,473856.69,326479.11
2022,14953.13,638486.0,448888.53,22694.14,480028.34,334532.79
2023,15168.94,645741.34,468467.5,22993.18,483955.76,344935.03
2024,15385.72,652996.69,480593.03,23293.89,487883.18,351597.98
2025,15603.02,660252.03,492862.14,23595.21,491810.6,358323.13
2026,15869.59,669580.33,506589.18,23950.27,496860.13,365936.92
2027,16111.98,677872.15,527820.03,24278.46,501348.61,377183.38
2028,16305.37,684091.02,539934.42,24552.3,504714.97,383713.03
2029,16549.47,692382.84,553568.28,24883.27,509203.45,391157.98
2030,16719.35,697565.23,565240.82,25131.66,512008.74,397367.72
2031,16988.8,706893.52,579890.77,25490.1,517058.28,405381.41
2032,17283.03,717258.3,603830.62,25875.09,522668.88,418058.58
2033,17552.67,726586.6,618952.28,26232.47,527718.41,426276.66
2034,17847.85,736951.38,635018.26,26618.22,533329.01,435032.36
2035,18043.25,743170.24,648209.38,26892.84,536695.37,442028.55
2036,18340.19,753535.02,664644.52,27281.4,542305.96,450944.21
2037,18536.65,759753.89,678122.76,27557.52,545672.32,458064.8
2038,18834.33,770118.66,694927.07,27946.57,551282.92,467140.42
2039,19055.82,777374.01,709503.44,28249.36,555210.34,474865.29
2040,19379.01,788775.26,727508.43,28665.92,561381.99,484589.62
