year,Base case diesel consumed,Modeled non-residential ashp
2017,228033.960552,170159.039396
2018,228033.960552,170159.039396
2019,228033.960552,170159.039396
2020,228033.960552,170159.039396
2021,228033.960552,170159.039396
2022,228033.960552,170159.039396
2023,228033.960552,170159.039396
2024,228033.960552,170159.039396
2025,228033.960552,170159.039396
2026,228033.960552,170159.039396
2027,228033.960552,170159.039396
2028,228033.960552,170159.039396
2029,228033.960552,170159.039396
2030,228033.960552,170159.039396
2031,228033.960552,170159.039396
