year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,56222.96,3920459.0,3920459.0
2004,,56222.96,4262432.0,4262432.0
2005,,56222.96,4691092.0,4691092.0
2006,,56222.96,4662721.0,4662721.0
2007,,56222.96,3740000.0,3740000.0
2008,,56222.96,3857000.0,3857000.0
2009,,56222.96,3942122.0,3942122.0
2010,,56222.96,3854199.0,3854199.0
2011,,56222.96,3769000.0,3769000.0
2012,,56222.96,4251301.0,4251301.0
2013,,56222.96,4253000.0,4253000.0
2014,,56222.96,4231000.0,4231000.0
2015,,56222.96,4110000.0,4110000.0
2016,start of forecast,56222.96,4216000.0,4216000.0
2017,,56222.96,4229000.0,4229000.0
2018,,56222.96,4239000.0,4239000.0
2019,,56222.96,4245000.0,4245000.0
2020,,56222.96,4249000.0,4249000.0
2021,,56222.96,4252000.0,4252000.0
2022,,56222.96,4251000.0,4251000.0
2023,,56222.96,4247000.0,4247000.0
2024,,56222.96,4241000.0,4241000.0
2025,,56222.96,4234000.0,4234000.0
2026,,56222.96,4227000.0,4227000.0
2027,,56222.96,4218000.0,4218000.0
2028,,56222.96,4209000.0,4209000.0
2029,,56222.96,4193000.0,4193000.0
2030,,56222.96,4176000.0,4176000.0
2031,,56222.96,4160000.0,4160000.0
2032,,56222.96,4147000.0,4147000.0
2033,,56222.96,4134000.0,4134000.0
2034,,56222.96,4120000.0,4120000.0
2035,,56222.96,4104000.0,4104000.0
2036,,56222.96,4086000.0,4086000.0
2037,,56222.96,4065000.0,4065000.0
2038,,56222.96,4044000.0,4044000.0
2039,,56222.96,4024000.0,4024000.0
2040,,56222.96,4005000.0,4005000.0
