year,Base case cost,Modeled non-residential energy efficiency
2017,-7046.88000927,400199.309381
2018,81221.2773727,472505.560977
2019,197574.757558,569887.10064
2020,249733.214193,610416.714716
2021,285842.91494,636834.052314
2022,313928.237743,656259.757269
2023,333989.182603,668690.731554
2024,346025.749519,674123.949722
2025,366086.694378,686804.089769
2026,386147.639238,699604.45012
2027,406208.584097,712522.213165
2028,422257.339985,721992.719122
2029,442318.284844,735137.097086
2030,454354.85176,741266.998561
2031,478427.985591,758189.401512
