year,Base case cost,Modeled diesel efficiency
2019,913334.293947,1186551.36331
2020,953942.520199,1215118.3828
2021,982153.051305,1232610.4629
2022,1003334.69587,1243903.75218
2023,1017670.94756,1249160.58403
2024,1025388.47501,1248582.64672
2025,1038929.58751,1253476.85902
2026,1052420.3292,1258499.0896
2027,1065355.55283,1263186.04
2028,1075197.28923,1265226.48731
2029,1086196.11507,1268480.70725
2030,1090807.20279,1266085.97177
2031,1104588.65601,1272182.30635
2032,1116057.36953,1276326.90642
2033,1130407.29329,1283238.01122
2034,1141402.52121,1287243.16478
2035,1148782.56424,1288102.18911
2036,1161385.34054,1293846.26463
2037,1164191.71415,1290818.41784
2038,1175637.40102,1295775.25225
