year,Base case diesel consumed,Modeled diesel efficiency
2019,305462.974564,277693.61324
2020,305750.807756,277955.279778
2021,305966.68265,278151.529681
2022,305894.724352,278086.113047
2023,305606.89116,277824.446509
2024,305175.141373,277431.946703
2025,304671.433288,276974.030261
2026,304167.725202,276516.11382
2027,303520.100521,275927.36411
2028,302872.47584,275338.6144
2029,301721.143074,274291.948249
2030,300497.85201,273179.865463
2031,299346.519243,272133.199312
2032,298411.061371,271282.783064
2033,297475.603498,270432.366816
2034,296468.187327,269516.533934
2035,295316.854561,268469.867783
2036,294021.605199,267292.368363
2037,292510.480943,265918.619039
2038,290999.356687,264544.869716
