year,Base case cost,Modeled residential energy efficiency
2017,74296.3223603,138095.246084
2018,108148.922077,166203.920716
2019,151301.005981,202598.61582
2020,170645.043593,217683.97204
2021,184037.069632,227481.625516
2022,194453.089885,234660.813513
2023,201893.104351,239220.316816
2024,206357.113031,241158.944775
2025,211192.915191,243212.29386
2026,218552.947063,247837.184828
2027,225912.978936,252508.27911
2028,231801.004434,255905.247443
2029,236252.890145,257757.378865
2030,240620.919712,259874.204357
2031,246304.864017,262890.686197
2032,253504.930703,267617.087218
2033,262145.010726,273670.81653
2034,266037.018282,275168.369104
2035,271733.085555,278660.959887
2036,280277.186466,284733.387017
